time,readable_time,acceleration,acceleration_x,acceleration_y,acceleration_z,battery,humidity,pressure,temperature,dev-id
1523405609853,2018-04-11T00:13:29.852999Z,1018.563694621009,-76,320,964,2989,33,1027.54,26.51,C2:9A:9F:E5:58:27
1523405615103,2018-04-11T00:13:35.102999Z,1014.2110234068648,-68,320,960,2989,33,1027.53,26.5,C2:9A:9F:E5:58:27
1523405620470,2018-04-11T00:13:40.470000Z,1023.6093004657588,-76,324,968,2995,33,1027.65,26.51,C2:9A:9F:E5:58:27
1523405626119,2018-04-11T00:13:46.118999Z,1011.9762843070978,-72,324,956,2989,33,1027.59,26.5,C2:9A:9F:E5:58:27
1523405631103,2018-04-11T00:13:51.102999Z,1015.7558761828552,-72,324,960,2983,33,1027.64,26.5,C2:9A:9F:E5:58:27
1523405636123,2018-04-11T00:13:56.122999Z,1019.5371498871436,-72,324,964,2989,33,1027.7,26.5,C2:9A:9F:E5:58:27
1523405641153,2018-04-11T00:14:01.153000Z,1016.0472429961119,-76,324,960,2989,33,1027.58,26.5,C2:9A:9F:E5:58:27
1523405646223,2018-04-11T00:14:06.223000Z,1021.1052835041056,-76,328,964,2989,33,1027.64,26.5,C2:9A:9F:E5:58:27
1523405651269,2018-04-11T00:14:11.269000Z,1014.4870625099169,-72,320,960,2995,33,1027.71,26.49,C2:9A:9F:E5:58:27
1523405657323,2018-04-11T00:14:17.322999Z,1020.1333246198753,-80,324,964,2983,33,1027.73,26.49,C2:9A:9F:E5:58:27
1523405662903,2018-04-11T00:14:22.903000Z,1016.0472429961119,-76,324,960,2989,33,1027.62,26.49,C2:9A:9F:E5:58:27
1523405668193,2018-04-11T00:14:28.193000Z,1014.187359416395,-84,328,956,3001,33,1027.64,26.5,C2:9A:9F:E5:58:27
1523405673503,2018-04-11T00:14:33.503000Z,1023.6093004657588,-76,324,968,3001,33,1027.6,26.49,C2:9A:9F:E5:58:27
1523405679069,2018-04-11T00:14:39.069000Z,1016.0472429961119,-76,324,960,2989,33,1027.7,26.49,C2:9A:9F:E5:58:27
1523405684143,2018-04-11T00:14:44.142999Z,1018.273047860936,-72,320,964,2995,33,1027.62,26.49,C2:9A:9F:E5:58:27
1523405689203,2018-04-11T00:14:49.203000Z,1016.0787371065295,-76,312,964,2989,33,1027.61,26.48,C2:9A:9F:E5:58:27
1523405694243,2018-04-11T00:14:54.243000Z,1017.998035361562,-68,320,964,2989,33,1027.61,26.48,C2:9A:9F:E5:58:27
1523405699789,2018-04-11T00:14:59.789000Z,1021.1052835041056,-76,316,968,2995,33,1027.61,26.48,C2:9A:9F:E5:58:27
1523405705113,2018-04-11T00:15:05.112999Z,1027.392816794044,-76,324,972,2995,33,1027.61,26.48,C2:9A:9F:E5:58:27
1523405710373,2018-04-11T00:15:10.372999Z,1018.273047860936,-72,320,964,2995,33,1027.72,26.49,C2:9A:9F:E5:58:27
1523405715943,2018-04-11T00:15:15.943000Z,1019.5371498871436,-72,324,964,2983,33,1027.65,26.48,C2:9A:9F:E5:58:27
1523405721103,2018-04-11T00:15:21.102999Z,1017.3298383513579,-76,328,960,2989,33,1027.59,26.47,C2:9A:9F:E5:58:27
1523405726133,2018-04-11T00:15:26.132999Z,1020.5410329820158,-68,328,964,2989,33,1027.63,26.48,C2:9A:9F:E5:58:27
1523405731563,2018-04-11T00:15:31.562999Z,1017.6364773336302,-80,328,960,2989,33,1027.71,26.49,C2:9A:9F:E5:58:27
1523405737081,2018-04-11T00:15:37.081000Z,1022.1076264268846,-72,332,964,2989,33,1027.67,26.47,C2:9A:9F:E5:58:27
1523405742187,2018-04-11T00:15:42.187000Z,1012.576910659136,-80,324,956,2989,33,1027.68,26.48,C2:9A:9F:E5:58:27
1523405747213,2018-04-11T00:15:47.213000Z,1021.1052835041056,-76,328,964,2995,33,1027.71,26.48,C2:9A:9F:E5:58:27
1523405752773,2018-04-11T00:15:52.773000Z,1021.1052835041056,-76,328,964,2989,33,1027.7,26.47,C2:9A:9F:E5:58:27
1523405758118,2018-04-11T00:15:58.118000Z,1020.8153603860004,-72,328,964,3001,33,1027.59,26.47,C2:9A:9F:E5:58:27
1523405763423,2018-04-11T00:16:03.423000Z,1017.3141107838817,-76,316,964,2983,33,1027.72,26.47,C2:9A:9F:E5:58:27
1523405768943,2018-04-11T00:16:08.943000Z,1018.8699622621132,-80,320,964,2989,33,1027.65,26.46,C2:9A:9F:E5:58:27
1523405774113,2018-04-11T00:16:14.112999Z,1017.3141107838817,-76,316,964,2989,33,1027.67,26.46,C2:9A:9F:E5:58:27
1523405779103,2018-04-11T00:16:19.102999Z,1023.6093004657588,-76,324,968,2989,33,1027.68,26.48,C2:9A:9F:E5:58:27
1523405784103,2018-04-11T00:16:24.102999Z,1012.9560701234777,-68,316,960,2995,33,1027.68,26.46,C2:9A:9F:E5:58:27
1523405789123,2018-04-11T00:16:29.122999Z,1012.2687390214122,-76,324,956,2995,33,1027.63,26.47,C2:9A:9F:E5:58:27
1523405794213,2018-04-11T00:16:34.213000Z,1016.3542689436592,-80,324,960,2995,33,1027.66,26.45,C2:9A:9F:E5:58:27
1523405799222,2018-04-11T00:16:39.221999Z,1013.2324511186956,-72,316,960,2989,33,1027.71,26.46,C2:9A:9F:E5:58:27
1523405804303,2018-04-11T00:16:44.302999Z,1021.7318630638863,-84,328,964,2989,33,1027.69,26.47,C2:9A:9F:E5:58:27
1523405809863,2018-04-11T00:16:49.862999Z,1019.5371498871436,-72,324,964,3001,33,1027.69,26.47,C2:9A:9F:E5:58:27
1523405815433,2018-04-11T00:16:55.433000Z,1023.3200867763712,-72,324,968,3001,33,1027.63,26.46,C2:9A:9F:E5:58:27
1523405820992,2018-04-11T00:17:00.992000Z,1027.392816794044,-76,324,972,2983,33,1027.72,26.47,C2:9A:9F:E5:58:27
1523405826133,2018-04-11T00:17:06.132999Z,1012.576910659136,-80,324,956,2983,33,1027.71,26.46,C2:9A:9F:E5:58:27
1523405831113,2018-04-11T00:17:11.112999Z,1022.0606635616107,-72,320,968,2989,33,1027.7,26.46,C2:9A:9F:E5:58:27
1523405836118,2018-04-11T00:17:16.118000Z,1009.7365993168713,-76,316,956,2983,33,1027.67,26.46,C2:9A:9F:E5:58:27
1523405841123,2018-04-11T00:17:21.122999Z,1020.4548005668845,-84,324,964,2989,33,1027.69,26.45,C2:9A:9F:E5:58:27
1523405847093,2018-04-11T00:17:27.092999Z,1017.3298383513579,-76,328,960,2995,33,1027.71,26.46,C2:9A:9F:E5:58:27
1523405852273,2018-04-11T00:17:32.273000Z,1015.7558761828552,-72,324,960,2989,33,1027.68,26.46,C2:9A:9F:E5:58:27
1523405857833,2018-04-11T00:17:37.832999Z,1011.3041085647778,-80,320,956,2989,33,1027.62,26.46,C2:9A:9F:E5:58:27
1523405863121,2018-04-11T00:17:43.121000Z,1014.2110234068648,-68,320,960,2989,33,1027.7,26.46,C2:9A:9F:E5:58:27
1523405868443,2018-04-11T00:17:48.443000Z,1016.0472429961119,-76,324,960,3001,33,1027.66,26.45,C2:9A:9F:E5:58:27
